13.658,16.467,4.7022,13.24,15.492,5.3589,16.208,7.6141,6.2606,16.619,12.122,7.0903,16.715,2.3274,4.8323,9.0958,14.333,17.371,12.662,7.3383,13.486,13.865,5.4292,8.9845,5.6813,11.574,13.673,8.8903,15.623,8.3556,15.115,10.634,7.4922,4.3116,3.988,7.151,1.4202,4.0741,14.144,8.1044,11.147,21.58,3.9731,13.587,21.23,15.376,9.4299,7.2919,5.0839,6.2175,9.064,1.5551,15.282,6.372,16.152,20.028,12.685,10.859,12.473,14.704,18.84,10.337,7.33,5.2858,1.4354,1.4889,5.6447,6.0698,3.4708,18.407,22.728,2.8795,7.42,24.427,9.7352,1.9874,0.76634,2.9544,4.2237,6.6137,7.1514,12.495,3.1323,5.554,11.567,5.7797,17.873,18.862,17.312,0.32849,13.525,12.717,12.036,21.864,19.59,18.127,3.3246,25.029,18.479,5.1605,14.917,2.8405,9.8273,5.76,12.985,15.586,7.9583,1.4159,22.249,14.064,12.012,20.72,20.517,10.025,13.791,10.847,16.819,6.7458,26.011,10.87,8.6822,12.109,4.3553,10.278,3.6802,14.059,4.6206,14.02,6.6425,6.6557,22.441,11.638,15.902,16.723,9.0381,23.012,13.984,7.0367,2.681,11.965,14.563,4.9982,10.707,8.3544,14.26,10.753,5.5569,10.284,19.802,26.803,9.4894,17.674,6.6148,16.139,23.732,1.8422,15.952,0.28721,6.6387,14.954,11.405,9.2513,16.483,16.333,8.0949,13.031,10.95,14.756,10.815,5.751,18.206,10.553,9.931,9.6702,3.7995,4.5054,14.076,14.237,4.7874,3.8926,19.378,10.42,6.8221,10.01,12.963,6.3924,5.4996,13.164,15.609,8.264,3.0429,5.5734,14.875,13.333,11.53,12.12,12.998,8.5706,2.7272,2.1419,17.699,6.1777,4.7121,9.823,3.9658,28.644,1.5762,10.256,16.418,23.076,4.4166,1.3726,7.0751,20.703,1.2697,5.1567,8.0151,5.0397,15.037,13.258,13.319,4.0314,4.0215,13.411,5.6218,6.2506,14.551,9.2591,11.558,11.003,6.2343,2.2921,12.873,12.524,7.3746,3.826,10.575,9.126,3.7848,13.032,11.503,2.9292,14.85,10.529,5.103,7.8306,2.0818,5.6998,13.221,3.0286,11.383,6.9008,11.171,12.965,10.127,2.2213
3.288,6.6188,5.6793,11.938,10.728,7.9011,11.077,5.0798,9.8706,8.024,4.194,9.7576,1.3477,8.1699,3.3536,10.449,3.6006,15.221,10.985,5.9821,5.6627,4.7842,7.5459,13.539,9.9559,21.391,10.204,5.8652,6.3523,7.2027,14.364,9.1003,8.4963,12.922,5.5411,14.627,6.2232,11.837,4.1698,2.9605,5.2912,4.9707,7.1255,11.119,5.8629,12.72,10.085,6.7338,14.696,9.801,15.042,6.8874,8.5462,4.3472,4.4905,12.784,7.7398,9.915,7.8367,4.1373,11.903,11.172,9.6477,2.0169,9.669,18.471,14.071,23.48,18.011,4.8239,5.2774,12.832,2.1631,13.328,16.307,14.172,9.9375,9.268,4.7559,10.411,15.789,3.6495,13.294,9.4803,5.747,2.9387,23.888,10.294,4.348,5.8459,15.253,11.011,13.591,10.337,8.2512,9.2817,18.936,6.1447,6.0501,7.9391,12.332,9.5856,8.7401,13.277,5.6833,8.8505,18.182,20.566,18.632,3.2381,10.802,11.532,18.248,20.137,1.7376,11.65,12.01,10.352,14.507,9.003,16.697,4.1952,25.639,16.325,7.9581,12.118,18.544,16.465,12.222,17.875,21.869,8.8966,9.6447,17.003,8.7854,8.4156,7.9178,5.3148,3.9751,13.182,4.0563,15.496,11.78,21.154,16.646,10.24,21.334,10.229,6.6389,3.9637,1.3083,9.4798,6.9139,19.985,10.432,15.809,3.2296,19.962,31.088,8.3808,14.948,20.208,9.8343,6.0792,3.5897,4.3898,10.812,13.333,15.174,2.4766,8.8267,9.6862,6.4328,16.018,5.923,1.9458,6.3403,13.203,5.7688,6.5057,3.8406,8.0702,8.5629,20.656,4.4896,2.371,5.63,1.8001,7.7113,12.02,4.8296,9.7565,14.337,10.804,18.231,11.161,1.2443,14.98,11.453,5.2671,6.2215,3.3138,12.19,11.407,10.467,5.4116,2.748,4.9199,11.586,9.324,12.095,5.0466,5.7346,0.22504,9.843,11.913,4.6793,3.0682,9.6624,7.3967,2.6472,7.8576,19.332,3.124,5.4285,7.3222,11.519,8.0542,10.44,1.7831,9.1794,21.109,13.83,0.21627,7.4532,11.831,6.3826,11.184,5.0002,8.5704,7.7053,10.451,2.0152,9.0807,9.1983,12.719,10.129,7.4396,3.9993,4.758,7.7758,3.7949,8.3507,19.197,13.485,12.543
4.7385,7.5936,6.6608,10.304,8.7524,2.4246,2.8116,11.199,14.154,7.0815,10.493,11.301,12.032,13.037,5.1672,7.5658,4.028,5.4836,5.5501,11.81,6.7065,7.2428,1.2347,7.2629,9.5581,10.326,2.699,11.278,10.449,2.6263,2.9805,8.1589,5.1367,6.1869,13.876,2.8277,1.0253,7.2033,6.9025,10.869,7.4554,12.77,14.425,9.4195,7.6402,22.301,4.2982,10.814,5.8155,7.2619,8.5696,10.643,24.313,8.5086,8.3221,5.3033,1.4654,9.271,3.2032,9.6802,4.4938,11.723,3.9039,18.784,5.7764,13.612,16.341,4.9669,8.8301,0.4914,3.8254,8.4448,8.1014,13.185,13.788,12.519,9.4859,8.7762,10.322,0.91389,9.6279,12.427,14.947,14.345,10.105,18.31,15.946,5.8948,10.02,19.266,11.051,23.81,14.082,9.4849,9.9248,10.414,18.975,4.7167,7.6452,5.6065,11.755,6.1932,10.53,6.7823,11.616,15.218,15.194,9.4457,9.5105,28.257,5.8503,8.7358,12.721,13.965,15.647,8.8868,17.997,3.6485,18.993,3.407,5.7849,17.582,15.031,8.7944,10.691,5.4274,19.799,33.147,19.407,16.608,5.338,7.0445,8.9771,10.317,8.5674,20.447,18.288,11.405,1.6142,16.368,8.8374,23.751,12.683,7.7472,12.402,10.508,11.696,24.256,26.895,11.867,8.4744,21.087,6.1907,12.467,14.068,12.962,5.7434,10.619,2.1488,1.9786,6.0165,13.688,16.459,16.486,17.957,7.2198,11.701,7.3567,9.4186,8.0314,9.4552,8.1957,19.772,4.2067,20.491,9.8148,3.1336,17.355,14.487,19.277,1.5496,17.065,16.111,4.9414,18.977,5.4107,8.9161,5.8805,10.128,12.77,5.5795,14.816,10.098,9.1787,9.3057,5.9864,18.389,4.8871,2.5475,5.1989,7.7568,9.209,6.5105,5.3545,10.666,10.955,4.8763,7.3837,6.0377,9.7148,11.008,0.86261,6.8537,13.901,10.83,9.3906,9.4253,4.4391,8.2885,3.1979,4.3728,10.819,9.6427,2.9334,9.3159,4.8858,3.4323,9.21,9.8445,9.5854,4.7461,3.8273,10.195,9.6983,11.511,10.631,4.415,6.2998,10.03,2.2145,8.323,6.9614,3.337,4.8494,2.5454,7.1296,2.8976,8.9409,3.7854,8.8049,15.371,5.2946,6.2877,5.5171,8.5485,2.8823
6.987,8.8963,12.219,9.9228,14.56,15.953,16.121,1.1941,7.812,2.7428,5.3867,15.301,3.4378,10.801,11.82,4.5367,18.889,13.352,9.1756,2.0267,11.814,6.8376,10.986,2.3333,7.1808,12.772,9.6613,8.7714,8.721,7.119,12.599,16.537,2.0922,8.8836,6.7833,3.6919,3.9563,5.3139,13.36,8.2863,10.882,11.116,13.156,0.45459,15.417,7.675,12.444,5.908,9.6004,8.2952,3.5133,2.3488,15.038,10.779,12.426,10.126,6.1031,18.545,11.203,9.7338,10.294,6.5091,12.875,7.515,10.271,4.0847,9.4166,9.2482,15.256,5.9747,5.4129,2.9743,17.978,8.9171,2.78,9.8834,11.195,10.694,4.8949,12.69,14.869,4.4343,3.6346,5.0084,29.363,15.888,2.552,1.9745,13.57,4.9323,10.294,14.514,8.5816,4.404,14.632,21.693,12.744,20.629,2.0276,6.2289,6.7513,25.868,6.6822,6.3087,7.6841,2.9138,9.5343,25.131,17.863,16.046,22.49,20.781,0.99916,9.3181,7.4938,12.202,14.361,22.494,8.8723,5.3555,7.1657,8.9185,13.218,23.09,8.0734,18.769,9.8564,13.579,9.3683,7.1652,21.712,13.746,16.328,28.383,25.617,8.9124,24.919,14.472,12.698,18.669,16.32,10.294,26.082,9.8164,14.171,20.421,11.126,7.0832,9.3456,8.5478,9.0036,15.41,12.357,6.402,25.104,15.934,16.429,16.716,10.572,9.0191,8.3372,9.5204,19.073,4.6899,13.824,10.831,4.4681,8.2615,13.113,2.3342,3.3802,18.087,7.4301,23.623,12.672,14.469,9.3961,15.918,8.3021,12.442,9.0668,19.586,9.3066,14.193,0.87927,12.527,2.0942,20.238,12.954,13.358,13.653,10.612,21.771,13.747,10.568,5.3563,11.232,12.068,12.523,10.256,5.2407,6.0488,21.529,15.194,15.183,6.1174,6.7679,6.95,19.622,11.708,5.107,9.3727,7.3425,13.169,10.633,14.895,4.089,6.1027,1.4295,11.388,10.126,4.3804,6.5251,7.3741,9.8772,5.5766,4.2032,13.564,11.674,12.003,13.805,2.1934,12.635,3.6156,13.138,8.5117,7.8406,8.5923,4.1981,0.95833,6.4466,7.2706,9.3477,10.84,8.6332,2.3488,2.5898,14.768,5.1108,11.942,7.0004,8.2577,11.53,9.6703,12.632,8.8389
5.3886,14.62,8.2411,3.2438,11.727,1.2868,8.2171,9.4124,5.6579,8.6253,8.986,7.4154,9.8359,3.4138,7.6758,11.791,12.673,8.162,4.7841,5.8365,5.1982,4.7972,3.8731,9.8928,5.2965,10.838,10.387,10.187,10.17,12.076,1.5789,10.279,9.5491,8.6909,13.155,7.7877,3.0712,2.2526,3.7127,9.7103,6.0891,22.545,2.9028,5.0847,9.1855,17.401,1.9513,11.373,11.532,3.1171,6.3443,7.4792,3.8427,9.7293,16.599,4.1139,5.8497,10.061,7.1143,9.8487,6.5225,11.364,9.2926,6.403,12.919,9.8472,7.3947,14.901,19.652,4.5702,4.2917,16.016,9.7003,8.2593,5.2253,14.414,8.7561,12.152,8.446,6.0489,25.014,6.5114,12.957,12.324,10.076,28.779,11.518,7.8465,3.4759,22.154,9.0818,19.704,2.2113,11.312,12.9,18.275,8.1184,16.871,18.784,3.5858,7.1001,3.2738,21.662,15.017,9.1794,13.713,18.99,11.156,15.252,15.759,19.653,21.538,15.197,13.622,5.9527,3.5783,12.054,4.8098,4.6657,13.817,17.437,12.394,12.277,19.605,2.6123,10.2,9.2041,7.5436,24.777,16.796,8.4862,11.502,19.903,20.054,21.128,28.374,9.3975,10.067,7.8028,10.672,3.6249,18.064,17.888,7.4253,17.739,13.792,13.38,13.188,15.341,24.694,4.1148,14.904,10.346,13.936,21.452,9.8336,3.7896,8.0032,9.2582,6.9427,26.537,11.498,14.951,5.6605,7.2788,4.068,17.953,15.837,20.105,8.4721,6.2434,12.276,5.0143,10.502,10.55,14.024,23.719,2.2678,4.0553,7.1151,8.279,7.6733,9.367,3.6859,5.0208,17.136,5.566,9.0196,6.9847,11.018,17.833,17.31,18.059,12.471,4.2363,17.404,22.068,7.078,4.7221,16.821,16.119,3.6933,1.415,4.5407,5.3937,8.879,8.5221,12.799,6.005,14.072,6.7991,13.552,6.0113,7.1071,10.846,7.9334,3.5805,3.8457,11.263,7.5838,20.794,6.8263,8.3146,2.1587,9.5632,4.945,8.6229,5.4503,12.048,14.615,15.561,8.0298,6.5216,3.8035,6.2759,10.522,3.3115,12.772,1.6046,14.068,7.4496,2.9216,12.561,5.9493,4.1355,4.9623,12.418,8.5153,3.8717,5.8786,4.7925,13.394,9.325,3.2915,6.2539,2.058
13.375,1.419,4.1145,5.1046,9.3916,8.9944,11.912,13.909,12.852,5.9812,2.5316,7.9465,2.754,6.777,8.8347,4.8536,10.721,7.771,4.103,10.039,14.461,6.7107,11.71,4.8242,13.4,5.2217,13.397,6.1381,2.4482,6.3211,10.171,3.8178,17.08,5.2609,12.569,11.278,11.754,4.2255,6.6359,3.5358,3.9424,10.149,15.245,11.459,14.109,18.633,7.8651,13.962,17.2,13.87,8.8944,1.4764,6.184,10.533,14.177,3.1269,9.1801,15.472,20.18,7.3337,5.6144,15.112,1.8908,2.8721,2.2989,8.4376,8.1573,2.1508,17.94,18.71,29.198,18.8,14.604,4.8996,24.224,9.553,20.28,7.7989,6.7551,10.588,10.515,14.076,18.718,11.87,10.734,15.208,17.725,11.781,4.8473,4.1559,8.061,4.7394,9.4943,3.0601,8.9251,10.123,11.687,18.073,17.546,25.465,11.425,6.3624,3.8554,24.121,11.815,13.472,11.288,18.761,24.183,11.717,10.04,26.109,21.34,6.436,14.75,11.843,14.042,14.842,17.743,19.068,21.213,10.286,14.154,8.2369,19.767,7.6918,17.342,7.0153,5.0581,11.302,11.693,6.6529,11.589,18.609,18.913,33.166,16.428,9.8844,18.851,13.965,18.978,8.4366,19.814,23.342,8.3295,15.852,9.8692,19.19,17.271,19.554,17.698,6.3404,13.777,17.329,4.0509,21.768,12.356,13.213,9.4231,17.927,10.413,8.7059,7.5255,9.5168,10.521,15.513,0.71798,12.158,16.154,13.859,10.076,6.4973,5.1627,11.507,15.403,24.063,7.2614,23.378,12.515,22.785,9.5683,11.108,3.4978,11.195,15.61,1.5733,13.813,18.837,12.378,9.9065,11.594,6.133,10.624,12.55,6.777,0.92377,0.9398,7.6009,23.709,6.8804,21.806,10.415,12.863,16.963,2.4055,5.7591,10.651,9.1477,8.8396,11.254,4.1047,5.8519,8.8935,2.8004,6.8417,9.4004,11.471,14.908,8.1402,6.4699,8.9861,11.138,1.1816,6.3926,8.6486,6.2255,4.0167,7.4522,12.035,3.9546,11.605,8.0516,7.6808,5.9918,9.9041,5.1153,10.933,6.5118,8.1165,4.2184,7.4695,15.143,10.18,8.1519,3.5802,19.997,3.826,14.929,10.344,9.2387,2.9467,17.803,16.326,14.715,15.942,4.4475
7.7311,10.412,1.1249,6.0026,5.4684,9.7273,5.1966,4.0507,4.6068,10.986,2.6621,16.178,11.496,2.4438,9.1318,5.5029,9.0424,13.775,4.4967,12.812,9.1244,2.2494,4.3793,7.7727,6.184,10.542,15.17,6.0511,10.141,12.794,9.2195,7.5068,13.299,14.481,8.3657,10.863,8.8422,9.7937,12.323,19.098,10.909,11.459,5.3695,12.204,5.971,11.063,10.287,11.95,10.654,12.541,13.008,2.523,8.7416,14.031,8.8179,15.663,6.497,7.6002,1.7295,8.305,5.7494,16.788,4.2658,14.84,2.3309,13.578,8.8446,5.2544,14.599,13.037,24.901,7.9183,12.097,7.1158,7.1847,18.157,23.441,12.304,6.2525,4.0725,9.534,8.1617,24.068,12.092,21.412,8.1549,18.88,6.2807,11.368,7.7561,3.3734,2.3888,1.3597,33.622,8.5589,20.865,13.273,10.85,19.943,38.541,9.7432,11.396,8.6677,16.216,7.5236,7.9401,24.005,12.91,5.9594,1.5254,19.001,19.521,17.306,8.623,13.09,14.242,27.063,11.936,7.3712,7.6426,12.812,13.121,23.157,7.4842,10.929,16.602,18.92,10.888,20.441,23.456,17.076,10.434,2.7175,7.8054,2.7632,18.126,4.5119,26.837,9.6574,7.1766,27.644,17.386,6.8028,15.507,25.193,12.027,13.254,24.042,7.683,19.291,8.1949,15.236,12.239,3.988,10.595,29.86,9.3031,20.266,24.512,19.356,18.099,8.1005,21.438,14.243,10.542,29.262,18.864,8.9704,7.3231,2.6353,14.026,12.283,8.3508,17.06,20.997,13.09,12.901,14.257,6.6657,8.0209,6.5089,7.5912,17.089,3.3544,23.081,3.4109,3.2285,25.271,18.563,12.604,6.3836,11.492,4.7827,9.4363,10.425,4.0476,8.4457,2.8288,12.052,10.984,9.395,11.642,10.301,2.0953,7.3316,6.3489,7.9368,14.155,12.235,4.3066,9.7233,3.126,5.553,6.958,14.375,17.901,18.575,5.3646,16.965,6.4402,5.0403,7.0916,16.428,21.43,12.805,6.1707,13.716,3.773,11.675,3.7742,8.5053,5.3065,13.956,9.7845,11.182,9.8081,5.7788,2.1152,8.9583,2.6278,4.8915,7.8554,2.6349,9.9108,15.684,4.9394,7.6157,7.7963,10.524,6.0531,5.8196,5.4277,11.6,8.2334,5.7738,2.21
0.43522,10.097,5.2478,1.8844,5.9163,7.9184,1.2366,5.2395,9.0997,9.6315,5.8194,3.7155,14.134,8.6258,7.2196,2.4117,5.6327,11.825,1.6459,7.8772,17.103,8.4648,10.065,5.2669,3.2643,1.4108,5.551,8.5907,6.7111,2.1661,16.554,9.6691,11.238,3.1945,9.1959,3.3607,6.9077,15.589,2.7347,11.084,10.115,4.383,10.47,5.2633,3.0547,13.65,9.0519,15.161,14.277,10.967,10.932,5.4105,3.1195,12.888,10.587,16.118,6.1085,9.3999,8.2563,4.3839,4.3934,10.335,14.148,15.572,14.38,12.52,9.601,4.82,13.631,9.8437,9.8289,7.371,13.428,10.492,13.065,7.8367,11.623,9.0932,11.357,9.0169,8.5072,12.458,4.9458,9.0065,20.366,4.8951,8.479,13.89,4.1747,16.293,23.14,17.62,21.714,15.584,19.871,15.615,6.0367,6.414,4.3868,20.873,21.669,9.1798,19.973,8.5755,13.058,15.765,10.128,17.119,16.404,7.779,16.891,3.2383,10.823,1.0482,14.485,7.8828,20.657,18.86,11.042,5.9506,11.846,3.4713,16.186,9.99,11.495,9.4429,2.3299,20.478,7.4582,23.989,9.4309,15.735,7.3527,16.185,25.863,16.412,9.9924,0.97662,7.8383,13.352,19.946,20.342,11.662,6.867,3.4075,11.598,7.4088,18.332,9.5945,8.1327,8.7575,4.6033,4.5853,10.643,8.648,8.4047,10.418,6.8066,21.161,13.761,27.962,11.395,10.072,22.044,13.57,0.30826,12.489,9.3189,9.454,15.584,6.4159,9.2359,11.787,13.177,8.4266,15.248,7.336,6.8356,20.423,9.8603,1.064,20.231,13.223,9.2754,10.35,16.814,21.715,11.828,6.6938,5.105,7.4807,12.616,14.789,4.1401,8.4055,20.955,10.559,7.6868,3.8556,12.366,11.527,13.494,13.304,3.5133,3.6865,10.954,3.9461,9.9148,7.854,18.75,4.5667,18.765,13.638,1.7129,15.916,10.13,6.8222,16.641,12.577,10.613,3.154,5.7498,14.194,15.876,9.3214,2.6869,10.58,16.319,18.022,7.3423,11.348,7.4087,5.2109,3.4349,1.3959,4.9979,14.538,1.6921,6.0983,8.9286,11.226,12.491,8.5667,16.412,8.0185,7.0477,3.3746,4.769,6.0061,4.2271,11.101,12.235,13.961,8.5966,10.074,10.209
6.704,7.2487,9.9635,10.368,6.871,6.3683,6.5973,14.434,6.5428,9.2759,10.612,2.7024,3.8409,15.314,3.1258,10.369,17.789,11.219,4.2042,4.3057,9.7829,3.7092,11.957,1.4236,1.9364,5.9266,4.1722,18.163,6.7517,14.193,3.784,12.287,13.606,5.0313,7.2633,5.1128,2.1794,7.7098,5.0906,9.4381,16.62,3.8743,9.1636,0.68542,3.569,10.853,12.178,5.6912,3.8261,4.8646,8.1184,4.3298,9.2122,6.314,3.9424,6.1551,5.0616,9.8559,0.86866,7.1127,10.272,11.337,0.23449,13.873,20.416,6.1958,8.906,17.067,3.4507,8.8094,9.824,10.056,24.469,15.917,8.7287,6.9612,4.4344,10.161,6.9369,2.6038,5.9576,17.695,18.687,8.4618,18.238,4.4811,3.8167,18.207,13.026,14.574,5.6354,27.114,9.5134,16.671,7.2641,12.418,4.8289,5.9317,4.5748,16.971,13.296,19.621,5.189,13.834,14.355,28.769,9.9187,12.867,18,14.385,11.854,4.5948,22.664,4.7651,3.3519,4.2411,25.833,8.5476,14.397,15.695,6.6159,10.711,7.1339,17.322,15.948,6.057,25.489,23.444,13.367,1.7129,7.7771,26.814,17.745,9.3074,6.9323,12.983,3.6865,7.741,29.56,15.274,8.634,21.462,15.231,10.128,10.82,17.768,24.153,18.747,10.213,12.067,2.2686,7.9801,3.3859,23.458,8.0579,15.536,9.4885,16.69,6.338,15.06,7.5402,4.442,2.3667,17.615,8.7709,5.7188,8.6072,11.82,21.579,16.696,13.642,3.378,7.4636,7.0086,24.991,23.355,7.5111,26.038,14.537,12.996,16.968,17.359,5.5349,9.7834,14.637,14.984,14.508,11.723,9.0548,13.896,11.788,8.408,5.8155,2.7253,3.6341,5.4118,10.741,7.1502,9.042,5.5363,13.973,2.2543,7.0667,4.5099,7.3229,9.9075,5.8056,12.096,7.4655,7.01,9.8952,5.4477,10.085,4.3768,8.7852,10.488,3.1793,9.4196,12.386,6.7034,8.4149,6.1303,6.3083,6.8646,11.877,9.0325,11.992,5.2101,14.147,7.8151,6.7543,6.9346,4.4084,15.99,12.086,6.9368,5.8114,7.3266,11.942,8.1439,3.8687,3.3718,7.7741,14.144,4.6057,6.5502,4.0557,9.0916,8.4862,4.0143,12.337,5.86,25.69,19.896,7.3879,4.393
9.4887,4.7002,2.6732,14.402,5.6598,4.0105,9.7678,9.1446,5.2234,11.7,6.2163,8.6702,1.1039,7.6569,9.0778,17.987,13.703,3.9241,14.032,11.326,10.25,4.1763,1.1187,5.5896,14.979,2.0423,14.648,10.823,7.6238,5.4801,5.2572,12.499,11.806,10.011,3.2649,1.8269,10.338,13.315,6.2311,5.2889,18.748,7.2554,10.186,7.3235,13.853,15.691,1.0946,9.5072,14.198,9.7067,4.0896,17.101,0.77661,2.5072,9.7679,8.8394,11.023,6.9826,12.866,12.071,15.391,1.8361,18.962,14.293,11.066,17.373,9.7943,9.4969,3.6832,4.7654,4.4135,10.222,2.9178,3.2921,9.326,15.283,8.3527,9.3608,15.064,9.1516,15.045,13.665,9.4943,12.016,3.8272,9.1724,12.318,1.936,12.486,4.9426,7.4303,7.8621,7.873,25.637,5.1305,7.3258,14.75,2.9129,3.4697,8.4907,3.8984,16.968,21.15,11.783,11.292,16.089,21.426,3.973,4.2067,8.0711,9.3713,6.184,10.089,2.4467,12.871,17.128,13.424,18.307,9.7494,22.233,6.8795,13.709,20.742,7.7067,10.806,17.854,14.64,11.762,21.696,19.487,13.774,10.151,16.461,11.404,11.959,2.6825,11.306,14.723,3.6688,29.612,16.485,25.959,13.614,31.05,20.818,14.279,12.671,12.203,18.611,19.74,19.333,5.079,15.418,12.623,14.927,23.093,12.67,15.879,11.063,10.271,13.57,11.6,16.504,23.147,41.355,18.15,24.999,6.1875,13.012,26.707,15.458,18.026,12.841,16.729,13.375,12.893,8.9655,20.079,8.6942,5.3836,13.112,25.077,11.292,32.53,3.852,12.361,4.3189,24.621,4.8295,16.027,12.552,5.9214,14.42,6.7671,16.847,12.897,24.379,6.9222,12.751,3.5572,9.1113,3.8248,11.892,10.145,10.973,18.629,7.4005,8.4145,9.0545,2.841,4.7888,9.2382,5.8454,6.5169,12.778,13.212,10.551,14.463,6.7118,10.261,4.5428,17.952,6.2124,10.088,10.948,5.6363,2.9299,4.7765,15.189,12.749,7.907,8.4791,5.1447,7.6156,6.4983,1.7085,3.8982,12.558,7.1549,7.0307,9.4869,9.9415,7.7725,3.7215,9.5779,11.681,15.434,18.264,4.7325,10.333,7.1687,13.888,4.1516,6.6365,7.6048,10.56
